id,employee_id,review_cycle,rating,score,strengths,improvement_areas,manager_comments,reviewer_name,review_date,is_final
632,252,FY2025-26,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Sita Verma,2025-11-04T05:04:38.194723,True
633,253,FY2022-23,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Ganesh Chatterjee,2026-01-04T05:04:38.194734,True
634,253,FY2021-22,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Arjun Yadav,2026-06-15T05:04:38.194743,True
635,253,FY2025-26,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Aarav Sinha,2025-08-01T05:04:38.194754,True
636,254,FY2024-25,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Aarav Pandey,2024-12-15T05:04:38.194765,True
637,254,FY2021-22,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Pranav Ghosh,2024-09-26T05:04:38.194774,True
638,255,FY2023-24,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Sita Sharma,2026-03-27T05:04:38.194785,True
639,255,FY2021-22,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Tanvi Choudhury,2025-10-09T05:04:38.194794,True
640,256,FY2021-22,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Tanvi Mukherjee,2024-10-21T05:04:38.194805,True
641,256,FY2022-23,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Ramesh Joshi,2024-10-03T05:04:38.194815,True
642,257,FY2024-25,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Aniket Sharma,2025-11-29T05:04:38.194827,True
643,257,FY2025-26,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Vikram Dubey,2024-10-24T05:04:38.194836,True
644,257,FY2023-24,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Aditya Banerjee,2026-06-01T05:04:38.194845,True
645,258,FY2024-25,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Aditya Prasad,2024-10-03T05:04:38.194858,True
646,258,FY2023-24,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Yash Kumar,2024-09-04T05:04:38.194867,True
647,258,FY2025-26,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Pranav Rao,2025-10-18T05:04:38.194876,True
648,259,FY2022-23,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Ganesh Choudhury,2026-01-22T05:04:38.194887,True
649,259,FY2025-26,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Kiran Gupta,2024-09-10T05:04:38.194896,True
650,259,FY2021-22,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Deepa Yadav,2025-07-07T05:04:38.194905,True
651,260,FY2025-26,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Ramesh Pandey,2026-05-29T05:04:38.194917,True
652,260,FY2022-23,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Rahul Chatterjee,2024-09-05T05:04:38.194926,True
653,260,FY2021-22,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Karan Reddy,2026-06-25T05:04:38.194935,True
654,261,FY2023-24,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Vijay Dutta,2025-05-04T05:04:38.194946,True
655,261,FY2021-22,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Vijay Das,2026-03-25T05:04:38.194956,True
656,262,FY2022-23,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Gopal Banerjee,2025-05-20T05:04:38.194969,True
657,262,FY2025-26,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Gopal Dubey,2025-07-05T05:04:38.194978,True
658,262,FY2021-22,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Karan Banerjee,2024-10-08T05:04:38.194987,True
659,263,FY2024-25,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Deepa Chatterjee,2025-09-16T05:04:38.194999,True
660,263,FY2023-24,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Arjun Reddy,2025-07-17T05:04:38.195008,True
661,263,FY2022-23,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Ritu Sinha,2026-03-25T05:04:38.195018,True
662,264,FY2021-22,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Chandan Sharma,2026-01-20T05:04:38.195029,True
663,264,FY2022-23,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Rohan Bose,2025-01-07T05:04:38.195038,True
664,265,FY2025-26,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Chandan Choudhury,2025-05-05T05:04:38.195050,True
665,265,FY2024-25,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Vikram Banerjee,2024-08-31T05:04:38.195060,True
666,265,FY2023-24,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Sita Sen,2024-12-09T05:04:38.195069,True
667,266,FY2023-24,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Karan Tripathi,2025-01-08T05:04:38.195080,True
668,266,FY2024-25,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Ashok Verma,2024-09-06T05:04:38.195090,True
669,266,FY2021-22,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Tanvi Bose,2026-06-29T05:04:38.195099,True
670,267,FY2021-22,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Suresh Banerjee,2024-10-20T05:04:38.195110,True
671,267,FY2025-26,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Hemant Bose,2026-04-25T05:04:38.195119,True
672,267,FY2022-23,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Narendra Chatterjee,2025-04-16T05:04:38.195128,True
673,268,FY2022-23,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Ashok Gupta,2024-12-24T05:04:38.195139,True
674,268,FY2025-26,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Alok Pandey,2026-03-03T05:04:38.195149,True
675,268,FY2024-25,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Ananya Singh,2024-10-01T05:04:38.195159,True
676,269,FY2025-26,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Meera Gupta,2025-10-13T05:04:38.195171,True
677,269,FY2022-23,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Hari Reddy,2026-02-22T05:04:38.195180,True
678,269,FY2023-24,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Nikhil Mitra,2025-03-26T05:04:38.195189,True
679,270,FY2021-22,Exceeds Expectations,4.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Narendra Tripathi,2025-09-02T05:04:38.195200,True
680,270,FY2022-23,Meets Expectations,3.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Hari Singh,2025-06-10T05:04:38.195209,True
681,271,FY2022-23,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Ashok Prasad,2025-12-22T05:04:38.195219,True
682,271,FY2024-25,Partially Meets Expectations,2.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Kailash Gupta,2025-02-13T05:04:38.195228,True
683,272,FY2023-24,Exceptional,5.0,Demonstrates consistent execution and team work.,Needs to acquire digital skills and safety certifications.,Hardworking and reliable team member.,Manish Ghosh,2026-03-30T05:04:38.195239,True
